Frame,CS6_B5_nnv_ROI1,CS6_B5_nnv_ROI2,CS6_B5_nnv_ROI3,CS6_B5_nnv_ROI4,CS6_B5_nnv_ROI5,CS6_B5_nnv_ROI6,CS6_B5_nnv_ROI7,CS6_B5_nnv_ROI8,CS6_B5_nnv_ROI9,CS6_B5_nnv_ROI10,CS6_B5_nnv_ROI11,CS6_B5_nnv_ROI12,CS6_B5_nnv_ROI13,CS6_B5_nnv_ROI14,CS6_B5_nnv_ROI15,CS6_B5_nnv_ROI16,CS6_B5_nnv_ROI17,CS6_B5_nnv_ROI18,CS6_B5_nnv_ROI19,CS6_B5_nnv_ROI20,CS6_B5_nnv_ROI21,CS6_B5_nnv_ROI22,CS6_B5_nnv_ROI23,CS6_B5_nnv_ROI24,CS6_B5_nnv_ROI25,CS6_B5_nnv_ROI26,CS6_B5_nnv_ROI27,CS6_B5_nnv_ROI28,CS6_B5_nnv_ROI29,CS6_B5_nnv_ROI30,CS6_B5_nnv_ROI31,CS6_B5_nnv_ROI32,CS6_B5_nnv_ROI33,CS6_B5_nnv_ROI34,CS6_B5_nnv_ROI35,CS6_B5_nnv_ROI36,CS6_B5_nnv_ROI37,CS6_B5_nnv_ROI38,CS6_B5_nnv_ROI39,CS6_B5_nnv_ROI40,CS6_B5_nnv_ROI41,CS6_B5_nnv_ROI42,CS6_B5_nnv_ROI43,CS6_B5_nnv_ROI44,CS6_B5_nnv_ROI45,CS6_B5_nnv_ROI46,CS6_B5_nnv_ROI47,CS6_B5_nnv_ROI48,CS6_B5_nnv_ROI49,CS6_B5_nnv_ROI50,CS6_B5_nnv_ROI51,CS6_B5_nnv_ROI52,CS6_B5_nnv_ROI53,CS6_B5_nnv_ROI54,CS6_B5_nnv_ROI55,CS6_B5_nnv_ROI56,CS6_B5_nnv_ROI57,CS6_B5_nnv_ROI58,CS6_B5_nnv_ROI59,CS6_B5_nnv_ROI60,CS6_B5_nnv_ROI61,CS6_B5_nnv_ROI62,CS6_B5_nnv_ROI63,CS6_B5_nnv_ROI64,CS6_B5_nnv_ROI65,CS6_B5_nnv_ROI66,CS6_B5_nnv_ROI67,CS6_B5_nnv_ROI68,CS6_B5_nnv_ROI69,CS6_B5_nnv_ROI70,CS6_B5_nnv_ROI71,CS6_B5_nnv_ROI72
724,80.167,170.235,229.65,118.909,162,145.375,216.821,165.071,188.458,44,102.735,60.636,237.147,94.355,48.6,239.455,217.161,176.333,151.516,255,230.75,241.857,231.613,255,238.1,253.875,240.235,255,202.9,100.125,141.909,208.979,255,159.688,166,241.636,245.273,170,51.319,72.793,247.548,71.714,183.786,241.125,149.5,154.562,229.5,193.125,125.75,184.889,77.833,92.492,55.692,251.8,221.375,147.75,43.875,157.406,84.838,17.423,148.667,197.5,143.688,25.696,55,172.25,7.378,48.35,139.808,74.393,105.25,73.125
725,89.5,170.412,231.25,116,166.625,145.375,217.107,158.929,193.375,39.55,98.029,67.364,239.529,99.226,54.4,233.909,215.677,171.833,145.323,255,229.417,243.429,232.323,255,236.75,253.188,241.941,255,201.8,110.375,145,204.771,255,162.812,168.357,242.273,249,175.875,51.915,74.966,247.032,67.107,179.429,239.625,149.5,155.156,228.875,205.875,132.438,182.444,79.833,88.639,61.5,255,219.5,147.795,38.333,153.656,84.054,14.731,152.833,195.886,145.333,25.87,54.1,172.578,7.476,43.95,140.346,75.548,99.688,73.214
726,88.583,171.118,235.5,124.727,159.75,146.458,215.5,158.643,190.625,42,98.618,60.545,239.588,98.774,69.4,234.818,214.097,171.167,144.742,255,230.208,243.857,231.161,255,237.65,252.688,240.588,255,197,92.75,141.364,203.5,255,161.688,165.857,241.909,247,174.875,54.17,78.121,246.871,69.393,185.214,236.125,143.2,154.75,227.5,198.125,124.875,180.667,79.69,87.77,59.269,252.2,222.562,147.114,39.5,154.469,84.216,13.846,150.667,198.659,141.979,27.696,53.55,173.766,7.085,49.25,138.038,71.06,110.25,71.125
727,88.667,173.294,233.35,122.818,163.125,147.042,218.571,160,191.25,40.95,95,67.545,237.294,99.581,48.4,242.455,217.935,173.5,148.806,255,229.375,242.357,231.935,255,237.25,253.75,242,255,201.3,103.75,146.364,205.583,255,163.312,167.5,243.636,249.818,180.375,48.872,76.724,246,69.536,181.857,241.125,140.1,155.688,227.75,201.375,130,178.778,80.095,88.836,60.731,254.5,218.625,146.045,41.917,152.594,82.162,16.769,149.333,197.909,145.688,28.435,54.3,172.875,6.524,46.5,140.885,73.548,112.25,71.929
728,88.833,173.059,230,122.909,167.375,142.667,217.25,165.643,193.167,43.35,99.941,71.727,237,96.065,42,237,215.645,174.5,152.323,255,232.417,243.5,232.065,254.917,239.3,253.438,241.853,255,200,102.375,138.364,206.354,255,162.812,172.429,243.273,249.364,170.125,48.596,78.483,247.387,71.393,182.071,239.75,145,154.75,230.75,190.125,125.688,180.889,78.381,94.541,58.615,251.7,223.375,145.727,44.333,155.938,82.243,14.231,146.333,196.205,144,23.652,55.6,174.375,6.756,47.4,143.269,74.345,108.188,74.339
729,84.583,172.765,232.3,116.182,166.75,147.458,216.536,164.786,189.333,40.15,96.441,64.091,237.118,96.581,55,237.182,219.935,153.333,150.677,255,228.292,237.643,230.613,255,238.9,252.125,240.265,255,202,99.625,139.091,210.104,255,164.25,165.786,240.273,247.818,175.625,50.362,79.517,247.194,72.536,178.5,236.25,153.9,155.656,226.5,200.5,125.625,180,78.881,90.246,59.923,253.3,222.844,145.227,42.708,152.844,86.351,13.462,154.833,197.455,143.729,30.87,53.15,173.391,6.488,49.95,141.038,75.083,105.688,72.286
730,93.25,170.882,230.7,125.091,174,145.708,215.429,159.714,188.875,37.6,99.324,65.273,238.059,98.032,55.6,237.909,218.774,172.333,145.903,255,229.792,243.643,232.226,255,236.55,252.125,241.235,255,205.2,102,142.727,209.625,255,161.375,166.929,239.636,247.818,180.125,51.489,83.31,246.323,67.821,178.071,243.5,141.8,151.875,231.75,201.375,125.438,178,81.833,89.623,54.731,255,219.906,143.795,39.708,152.875,86.919,14.308,161.667,199.5,143.812,28.043,50.1,173.094,6.427,50,135.577,73.524,107.562,72.732
731,83.333,169.647,232.9,119,163.5,149.042,216.964,162.286,187.625,44.85,93.588,68.364,240.853,95.935,45.6,237.364,215.548,170.833,144.097,255,231,241.5,232.161,255,238.85,254.625,239.618,255,205.8,106.75,141.909,206.625,255,167.312,167.357,241.364,248.182,176.5,53.702,83.103,246.419,69.679,186.357,245.25,146,158.031,221.625,191.375,129.188,184.667,79.238,88.393,54.231,254.25,222.875,145.136,34.25,151.531,82.324,14.808,148.5,198.614,146.979,26.826,57.2,172.609,6.305,54.8,140.808,73.583,105.062,74.982
732,86.083,166.882,233.2,115.909,178.125,145.292,217.464,160.5,187.333,41.8,97.471,69.273,238.765,105.742,54.2,238.727,216.097,177.25,148.484,255,229.125,242.071,231.226,255,238.55,253.062,240,255,196,110.25,141.545,203.042,255,159.75,168.143,243.091,246.545,175.5,49.404,85.569,246.935,71.893,182.071,246.625,142.3,158.656,229,199.25,124.188,179.889,76,89.082,52.769,254.65,222.344,143.295,40,155.844,82.757,12.462,157.833,197.909,144.188,27.13,53.85,172.812,5.866,51,136,71.262,103.75,72.018
733,89.083,170.059,228.15,123.455,166.5,143.417,216.464,156.714,188.5,42.6,100.441,66.727,238.059,97.032,55.2,236.636,216.71,160.083,148.065,255,231.583,242.286,231.484,255,237.05,252.125,241.029,255,198.5,106.5,141.364,205.417,255,157.875,168.357,238.818,251.818,175.75,51.936,84.948,246.677,68.286,182,241,149,151.5,223.375,200.875,124.938,179,78.214,86.164,53.154,251.5,221.594,145.341,37.542,151.062,81.838,15,155,197.068,143.625,29.478,53.7,172.953,7.39,46.25,139.538,70.488,110.75,74.946
734,83.5,170.294,228.45,117.545,167.25,145.708,218.893,159.929,187.125,41.85,96.529,67.182,236.324,97.323,53.6,232.455,217.871,165.583,144.161,255,230.333,240.071,233.161,255,237.2,253.312,242.676,255,201.2,113.75,140.455,206.438,255,168.438,165.286,243.636,248.455,176.625,53.702,85.069,247.677,67.75,178.357,237.375,141.6,156.5,230.125,193.625,128.312,178.667,76.262,91.607,57,250.4,219.031,144.409,36.042,154.469,82.622,15.731,161.333,196.023,147.667,25.696,55.3,172.562,5.988,48.25,138.231,73.262,102.75,68.929
735,82.25,174.059,233.5,126.818,165.625,144.083,213.893,162,191.333,44.9,96.029,68.455,238.529,94.452,53,236.455,216.677,166.75,147.419,255,226.042,242.714,231.032,254.958,237.25,255,241.059,255,206.9,112.5,142.545,208.458,255,157.75,172.286,243.909,245.182,175.75,51.128,84.862,247.29,69.214,182.5,247.125,143.1,151.906,232.625,200.125,123.938,181.222,75.738,88.23,54.423,253.6,220.25,145.023,42.708,157.156,81.081,17.038,163.333,199.886,145.604,27.87,53.1,174.562,7.902,53.5,136.385,75.107,107.625,72.804
736,85.583,175.059,229.35,120.727,170.125,146.458,219.536,156.286,190.708,40.95,95.441,62.091,238.471,96.71,64.4,235.818,217.29,167.917,147.903,255,232.167,240,231.032,255,237.25,251.75,240.941,255,205.6,103,145.909,206.833,255,163.5,167.143,241.727,247.182,176.5,53.681,90.293,247.871,74.607,184.214,241.625,143.8,159.562,230.625,204.25,128.125,188.111,75.762,88.705,55.269,254.9,222.438,142.318,37.333,155.656,80.919,16,147.333,197.295,145.188,26.739,53.5,174.875,5.671,46.3,136.577,76.524,111.875,70.25
737,89.75,172.941,231.55,117.364,170.875,145.208,216.464,157.857,194.625,44.8,97.941,61.909,236.971,98.806,55,238,215.226,155.25,145.871,255,227.417,241.786,230.581,255,239.65,253.062,238.441,255,200.9,99.875,140,204.271,255,163.625,170.429,242.636,251.636,174.625,51.979,88.948,248.419,67.607,183.286,240,142.6,154.25,231.875,207.25,120.812,180.222,75.571,87.508,57.154,254.1,219.688,144,35.375,154.844,82.892,14.538,152.167,196.886,148.167,25.565,52.65,171.828,7.793,46.4,137.962,74.179,107.062,71.893
738,86.917,173.471,236.15,121.182,164.5,144.208,215.143,163.5,192.125,42.4,98.5,65.636,236.735,99.645,46,236.818,214.516,154.167,147.968,255,230.042,242.071,230.032,254.708,236.95,252.625,242.029,255,202.2,103.25,142.818,204.771,255,165.375,166.286,241.909,246,165.125,52.255,88.845,246.903,69.179,182.643,238.875,141.3,156.281,224.625,197.25,127.25,176.444,76.095,88.672,53.808,254.75,221.406,143.909,40.583,158.094,83.216,15.077,158.167,196.455,145.083,28.478,50.25,174.328,5.927,53.6,140.385,72.5,112.188,72.304
739,88.917,172.471,234.9,122.636,169.5,145.125,215.25,163.571,195.583,47.6,96.853,64.909,237.059,98.194,55.2,232.909,218.387,159.333,148.194,255,229.208,238.5,231.29,255,238.05,254.875,238.588,255,202.4,97.875,146.273,206.312,255,166.188,172.857,241.818,248.636,174.875,51.426,93.81,246.968,69.607,183,243.375,136.9,152.906,230.5,187.625,124.562,178.444,73.571,87.426,60.423,254.3,224.594,147.045,38.083,155.312,85.027,15.846,153.667,194.295,146.438,26.087,56.6,171.781,6.927,45.55,135.385,75.667,108.25,75.696
740,90,173.235,231.85,118.818,173.375,145.75,219.607,159.214,188.583,40.8,98.588,61.182,237.206,95.194,59.8,231.091,216.129,153.333,148.774,255,233.208,241,230.613,255,240.15,254.188,240,255,196.1,101.125,140.455,205.646,255,166.5,168.714,243.545,250.455,171.25,49.681,91.293,247.065,70.393,183.071,244.125,152.4,155.25,227,199.875,127.625,183.556,75.524,88.443,55.654,252.3,218.688,146.273,34.625,152.688,82.054,14.346,152.667,198.068,144.458,25.087,51.15,172.297,6.634,51.7,141.346,72.238,112,73.571
741,88.75,172.294,230.85,117.273,167.5,146.5,215.464,162.214,189.167,45.4,90.5,57.636,238.265,98.548,52.2,232.091,219.516,154.75,146.484,255,230.042,243.643,230.097,255,236.8,255,242.029,255,201.6,99.875,140.909,207.958,255,164.688,165.643,245.455,246,175,49.723,93.845,248.032,67.036,181.714,240.875,138.7,153.594,231,202,127.188,175.444,71.357,88.393,57.192,253.2,219.5,143.409,37.375,152.969,78.216,15.654,151.833,196.341,148.479,28.043,57.75,172.766,7.11,46.55,140.885,72.524,111,67.964
742,86.583,169.118,234.2,121,167.75,145.042,218.607,156.214,187.583,42.6,94.353,64.455,238.412,96.226,53.6,239.273,216.065,157.333,147.452,255,228.958,241.571,232.903,255,239.65,254.562,244.147,255,206.9,101.5,135.091,207.833,255,164.938,168.429,242.909,247.909,162.5,50.426,95.707,247.226,69.929,180.714,238.25,146.6,153.594,227.125,200.5,127.375,180.889,72.286,87.426,54.038,254.55,218.5,145.932,38.792,158.719,82.703,15.731,166.167,195.182,143.812,22.261,55.05,173.094,7.768,53.1,142.692,74.964,104.75,71.286
743,87.75,168.706,231.45,121.818,168,148.75,218.179,162.071,191,49.45,95.294,65.636,236.706,90.742,59.8,236,217.194,142.583,145.839,255,231.917,239.286,231.065,255,239,252.375,244.324,255,201.1,107.375,135.818,204.708,255,164.5,165.571,242,249.727,176.375,51.936,96.948,246.226,69.286,183.643,245.75,143.1,160.625,227.75,199.75,124.688,187.556,73.286,86.607,53.346,253.1,221.031,146.636,32.917,155.312,84.378,17,155.333,196.5,145.104,27.217,50.05,172.984,6.11,51.9,138.654,73.607,111.125,69.964
744,82.667,172.176,231.3,113.818,165.5,142.833,218.25,161,186.875,43.15,94.853,66.091,239.235,98.258,54.2,235.545,218.645,148.417,147.581,255,228.917,241.5,231.968,255,239.25,254.375,240.794,255,201.6,106.5,142,205.792,255,161,170.929,244.273,246.727,167.625,51.404,97.897,247.903,73.536,185.214,238.125,142.6,154.781,230.625,210.75,120.938,188.111,71.5,85.148,54.192,253.7,221.688,144.545,43.042,153.812,82.568,14.423,153.333,197.932,148.667,29.13,56.2,173.438,5.573,46.1,137.346,74.429,102.438,69.911
745,88.417,173.176,230.25,117.636,167.875,142.583,218.036,159.071,186.167,46.9,95.382,58.182,238.559,98.129,48.8,234.909,220.419,143.75,151.29,255,229.292,237.857,231.516,255,238.05,254.438,240.529,255,201.9,101,136.545,204.708,255,164.688,170.5,240.818,245.818,170.75,52.319,99.121,247.903,68.429,181.071,237,140.9,155.875,218.375,191.125,122.875,182.333,69.143,88.885,52.846,252.35,217,143.705,36.875,157.219,86.243,13.423,145.667,196.818,144.729,29.609,54.8,171.719,8.146,50,138.538,73.262,110.938,67.696
746,87.75,170.647,235.55,120.273,165.375,144.958,217.714,155.929,190.375,49.2,91.147,58.545,238.412,97.968,45.8,232.364,215.903,148.167,148.871,255,229.5,239.214,232.032,255,238.45,252.125,241.353,255,201.3,101.75,144.909,206.521,255,164.75,167.143,245,244.636,162.75,50.064,96.207,246.806,70.143,180.929,239.875,140,156.188,233.875,195.25,125.188,185.222,74.024,85.656,54.038,254.35,220.781,144.432,35.917,153.344,82.351,16.308,144.333,197.273,144.771,22.913,57.25,173.328,6.659,46.55,140.731,73.286,106.062,71.464
747,81.417,171.941,231.55,120.727,174.625,143.958,216.75,162.929,191.458,53.15,93.471,59.182,237.941,98.806,60.4,238.091,218,150.167,147,255,232.333,242.143,230.935,255,237.3,253.812,239.912,255,196,103.75,141.636,205.292,255,162.688,168.071,240.182,247.182,173.125,51.34,98.241,247.806,67.75,186.429,238,142.7,157.625,222.375,195.625,126.062,182.556,71.286,85.574,49.269,252.9,218.844,144.591,34,155.688,83.811,15.308,154.5,198.295,144.5,29.957,53.6,174.531,7,45.55,139.692,73.512,108.125,67.232
748,83.167,170.294,229.7,120.818,172.625,147.208,217.214,154.571,188.917,47.05,99.324,56.818,235.824,93.194,54.6,238.273,216.871,141.75,145,255,231.417,238.786,231.839,254.542,238.8,251.188,239.676,255,204.4,103.625,147.364,204.833,255,166.5,168.286,241.364,250.455,162.75,50.596,97.966,246.677,66.714,181.143,241,143.1,156.625,230.5,200.125,125.938,174.889,67.857,85.82,52.731,253.9,218.562,145,36.292,158.031,82.378,14.615,153.333,198.477,146.354,25.13,56.75,172.484,8.134,52.5,140.962,72.286,110.438,69.036
749,79.25,169.529,228.8,115.909,168.5,143.833,217.536,158.357,186.875,49.15,90.029,60.909,239.971,96.548,54.6,235.182,220.774,144.667,146.871,255,229.292,238.286,230.516,255,238.9,254.875,240.059,255,205.7,101.625,137.091,205.5,255,163.125,169.143,242.727,247.727,167.125,54.915,100.759,246.903,69.679,180.286,244.875,137.7,154.125,231.125,199.25,119.125,182.111,72.214,85.984,50.115,253.1,218.875,146.568,41.875,154.062,81.081,13.423,159.667,196.568,146.521,34.174,51.6,173.438,8.159,45.75,137.385,75.226,109,70.125
750,82.417,172.118,236.2,122.636,172.875,148.708,217.429,162.786,185.25,52.15,97.059,58.818,240.294,92.613,59.8,232,218.129,139.583,146.742,255,231,238.286,230.645,255,239.6,253.25,240.765,255,203.4,99.875,139.636,201.854,255,168.312,167,238.364,246.636,172.25,51.702,102.362,247.677,68.214,185,240.375,135.2,157.156,229.75,198.125,123.25,188.778,71.405,83.82,55.462,253.95,220.281,142.932,42.167,153.25,82.378,13.115,147.667,195.545,144.938,24.739,52.5,172.891,8.671,48.5,140.231,76.417,109.375,73.839
751,76.833,174,234,120,168,145.333,216.893,163.214,184.458,52.95,96.412,65.545,236.794,96.935,59.2,230.727,219.452,143.167,151,255,231.708,243.214,230.452,255,238.1,253.062,239.765,255,201,98.75,135.364,206.771,255,163.75,170.071,241.091,252.909,175,50.638,102.483,247.355,73.679,187.786,240.75,144.2,153.906,230.5,201.75,119.562,181,68.714,86.377,51.692,252.45,220.062,142.568,33.708,157.188,80.838,15.308,162.833,199.159,143.75,28.913,53.05,173.844,8.537,50,137.346,74.595,108.375,72.214
752,88.083,173.706,230.75,121.818,172.25,144.667,220.036,163.5,188.875,59,96.412,57,235.412,90.323,53.2,238.636,216.548,146.75,144.677,255,229.458,241.643,229.548,255,237.9,252.375,242.088,255,202.5,110.25,141,208,255,165.25,169.714,242.727,250.364,169.25,52.255,101.259,247.484,73.893,181.143,238.75,140.1,153.094,228.5,198.125,127.188,187.778,73.143,82.885,50.692,253.1,220.656,145.068,34.833,155.438,79.378,16.231,146,197.886,149.604,28.565,54.2,175.844,6.183,47.7,137.846,76.202,109.062,70.232
753,80.25,172.412,229.9,122.727,165.25,147.5,213.429,163.214,185.292,57.2,93.265,53.273,237.471,91.581,45.6,236.364,216.484,138.25,146.161,255,230.708,239.071,231.129,255,238.05,252.562,241.706,255,205.5,100.125,142.818,203.312,255,163.375,168.786,241.091,248.545,173.5,50.83,104.638,247.645,69.571,176.714,235.875,145.1,151.812,230.125,186.5,126.375,177.333,68.81,86.443,46.038,253.9,216.938,146.159,32.167,152.844,84.946,14.577,148.167,197.795,146.875,25.522,56.35,172.484,5.988,40.65,138.077,73.488,110.562,69.857
754,82.583,171.353,232.95,116.545,173.5,143.375,215.429,162.5,192.625,56.35,90.324,64.364,237.265,98.355,48.6,234.727,218.129,134.917,149.419,255,231.417,244.429,232.194,255,237.75,253.75,241.118,255,201.5,98.5,139.091,207.062,255,166.062,170.357,240.364,245.455,173.75,51.596,102.483,247.613,67.179,185.5,236.75,146.1,154.75,227.25,199,121.75,186.556,69.214,87.492,49.423,253.8,220.969,144.795,40.792,155.875,81.378,14.769,156,197.705,146.25,23.913,55.65,173.297,8.793,44.9,138.808,73.286,111.125,71.786
755,87.917,173,232.2,122.909,166.25,145.625,218.143,156.214,187.667,59.55,94.971,63.818,240,94.258,43.2,240.818,217.194,140.667,148.419,255,227.542,242.143,231.71,255,236.95,251.812,239.559,255,197.7,105.125,140.545,206.521,255,159.312,170.643,240.182,246.636,175.125,51.83,102.517,247.161,71.643,178.5,243.125,144.8,155.344,233.25,198.5,123.75,183.556,76.071,83.148,50.462,254.15,220.281,145.818,41.583,153.156,77.973,14.385,154.667,196.864,143.396,28.522,52.6,173.156,5.963,46.4,141.346,73.262,107.188,71.125
756,78.583,172.647,232.65,119.182,172.625,149.625,215.571,153.286,181.583,64.1,97.941,61.636,239.588,91.194,68.2,232,216.226,142.083,148.355,255,231.5,242.714,231.516,255,236.7,253.062,240.882,255,196.4,106.875,145,206.521,255,165.438,166.286,241.909,250.364,194,52.532,101.81,246.871,74.179,180.857,241.5,137.8,154.312,228.125,195.375,121.75,189.222,70,86.557,48.077,252.95,218.594,146.909,36.417,155.281,81.649,12.462,147,197.818,146,29.391,54.8,173.406,7.659,46.65,138.808,73.81,109.625,68.714
757,81.333,170.118,231.5,116.545,170.5,146.917,212.25,158.714,192.958,66.35,98.794,59,236.059,94.452,59.8,238,214.839,140.5,146.581,255,228.958,241.214,230.258,255,238.75,255,241.676,255,202,93.75,143.182,202.917,255,160.625,168.214,244.455,250.091,177.625,50.532,104.224,246.968,71.071,184.214,239.625,142,153.844,230,199,120.812,190.111,71.976,86.148,46.154,252.75,218.312,146.341,38.458,156.188,84.541,12.5,148.333,193.977,148.083,32.174,57.25,171.547,6.793,43.3,138,72.202,107.562,71.036
758,80.5,176.412,231.05,126.182,167,146.458,214.857,162.214,189.5,62.2,100.324,60.727,237.618,94.903,59.2,232.273,216.452,134.75,147.129,255,228.292,240.714,230.548,255,238.25,252.812,238.765,255,195.6,100.125,138,203.854,255,163.125,166.571,241.545,245.364,171.5,48.957,104.966,248.806,72.607,179.929,245.375,141.6,157.188,228.625,211.875,123,184.556,72.333,83.131,50.846,253.25,219.281,145.364,36.833,153.312,81,14.346,139.5,197.75,147.062,31.435,54,172.734,6.183,44.85,137.462,75.262,109,72.714
759,78.583,171.941,228.65,122.273,174.875,146.5,217.143,166.571,184.708,65.05,99.324,57.091,239.118,91.484,56.6,233.091,213.419,129.417,149.129,255,229.375,240.143,231.097,255,238.05,252.188,240.059,255,195,98.875,142.636,207.688,255,163.25,169.071,240.182,249.636,169.875,53.702,107.172,248.065,73.821,181.714,244.125,145.2,155.156,226.125,197.75,120.562,177,72.143,86.311,48.923,252.65,219.156,142.977,30.958,154.469,81.351,15.846,159.333,197.341,147.229,29.783,57,172.094,7.695,49.1,138.115,72.31,109.5,69.286
760,81.25,170.529,232.6,119.091,165.375,148.208,215.929,165,191.833,68.2,98.176,51.455,238.412,95.452,48,232.909,217.032,130.583,147.161,255,232.375,237.929,229.71,255,237.75,253.062,239.971,255,197.9,104.875,141.636,205.583,255,154.938,167.286,243.455,250,176.25,48.894,111.207,247.677,72.643,182,238,144.4,153.188,227.875,198,120.75,186.667,70.214,83.705,51.154,253.8,218.875,145.932,35.792,154.656,83.405,15.115,152.833,196.477,144.417,26.522,54.15,172.984,7.085,50.85,136.115,75.44,107.375,71.054
761,82.833,169.176,228.95,123.727,166.75,145.625,218.607,163.857,193.583,68.1,101.5,53.182,238.324,97.258,49.6,235.818,217.194,128.583,146.903,255,230.875,239.571,232.387,255,237.1,251.5,240.794,255,198.4,105.25,138.909,204.375,255,168.5,168.357,245.455,250.818,174.875,51.723,105.293,247.613,71.071,180.071,234.75,144.2,154.781,227.625,191.25,124.438,181.667,68.738,86.787,53.923,252.25,216.906,144.841,40.583,152.875,80.324,14,161,196.909,142.562,27.087,57.5,174.609,7.244,46.75,140.538,74.036,108.062,70.393
762,80.583,173.412,231.4,124.182,174.875,143.792,213.821,160,190.292,76.75,99.059,56.273,237.324,90.452,53.6,235.636,214.677,122.667,144.065,255,229.292,238.286,232.839,255,239.65,252.312,239.971,255,197.6,99.25,138.182,203.875,255,163.688,170.571,238.818,250.182,173.375,52.191,107.276,248.032,69.357,182.857,243.375,147.1,151.875,232.25,200.875,125.562,185.889,67.571,86.361,55.538,252.4,216.844,145.386,35.417,152.625,83.189,15.692,166.333,197.432,144.521,24.391,58.2,173.469,7.695,48.45,133.346,73.738,111.375,69.732
763,81.5,173.176,229.75,116.364,167.625,141.083,216.143,157.786,190.875,75.4,97.794,54.727,238.941,93.161,46.6,233.182,216.387,127.667,142.613,255,228.375,239.143,233.161,255,239.1,253.938,241.618,255,203.2,100.875,141.364,203.604,255,161.438,172.143,243.909,250.364,180.5,53.149,108.241,245.871,70.714,180.5,243.25,145.4,156.469,225.875,197.75,131.5,186.222,68.905,82.164,54.423,253.75,216,145.568,35.625,153.844,82.378,12.154,154.833,197.477,146.25,29.043,54.1,173.328,7.744,44.2,140.077,75.512,110.438,70.321
764,85,169.471,223.65,113.182,168.375,148.042,220.786,150.357,188.667,75.45,102.235,64.182,238.824,92.032,49.2,235.091,216.774,131.083,142.677,255,231.625,242.071,231.677,255,237.6,252.688,239.176,255,200.5,102,137.909,207.062,255,168.188,166.786,240.727,249,172.625,50.362,107.172,247.968,72.857,184,242.625,141.6,155.781,231.125,198.375,119.375,182.556,66.69,80.902,47.154,251.5,219.219,145.386,42.208,149.625,83.541,15.923,157.5,195.75,145.604,27.696,54.1,171.594,8.268,49.45,139.577,74.012,108.75,69.929
765,86.667,168.529,230.9,117.455,167.375,147.708,217.929,162.571,186.625,73.3,97.176,59.455,237.5,92.548,46.2,234.818,215.935,128.917,143.516,255,229.292,239.643,229.839,255,237.65,252.938,242.176,255,192.6,103.125,143,203.833,255,166.812,174,244.545,248.909,165.125,53.638,109.103,247.419,73.786,182.071,242.25,143.2,156.406,224.875,198.125,122.375,185.222,68.476,82.279,57.538,252.05,221.75,145.659,34.208,154.031,79.162,13.615,152.833,198.205,144.521,27.087,57.15,173.438,8.646,49.55,138.038,72.071,107.625,68
766,83.667,165.882,225.8,116.636,169.25,145.292,214.429,163.214,188.167,83.65,99.412,61.636,238.029,92.806,58.6,231,219.677,122.5,145.871,255,231.083,240.214,229.903,255,238.8,254.75,240.647,255,201.4,99.125,136.545,204.729,255,165.688,168.571,242,245.091,174.25,46.766,105.552,246.871,69.25,181.714,246.125,141.5,155.25,232.875,195.75,117.688,175.333,66.024,78.705,52.769,254.5,219.156,146.886,33.417,154.062,79.541,16.385,149.5,195.614,145,30.609,50.6,174.031,6.573,48.45,139.423,73.048,106.438,69.946
