Frame,CS6_B5_nnv_ROI1,CS6_B5_nnv_ROI2,CS6_B5_nnv_ROI3,CS6_B5_nnv_ROI4,CS6_B5_nnv_ROI5,CS6_B5_nnv_ROI6,CS6_B5_nnv_ROI7,CS6_B5_nnv_ROI8,CS6_B5_nnv_ROI9,CS6_B5_nnv_ROI10,CS6_B5_nnv_ROI11,CS6_B5_nnv_ROI12,CS6_B5_nnv_ROI13,CS6_B5_nnv_ROI14,CS6_B5_nnv_ROI15,CS6_B5_nnv_ROI16,CS6_B5_nnv_ROI17,CS6_B5_nnv_ROI18,CS6_B5_nnv_ROI19,CS6_B5_nnv_ROI20,CS6_B5_nnv_ROI21,CS6_B5_nnv_ROI22,CS6_B5_nnv_ROI23,CS6_B5_nnv_ROI24,CS6_B5_nnv_ROI25,CS6_B5_nnv_ROI26,CS6_B5_nnv_ROI27,CS6_B5_nnv_ROI28,CS6_B5_nnv_ROI29,CS6_B5_nnv_ROI30,CS6_B5_nnv_ROI31,CS6_B5_nnv_ROI32,CS6_B5_nnv_ROI33,CS6_B5_nnv_ROI34,CS6_B5_nnv_ROI35,CS6_B5_nnv_ROI36,CS6_B5_nnv_ROI37,CS6_B5_nnv_ROI38,CS6_B5_nnv_ROI39,CS6_B5_nnv_ROI40,CS6_B5_nnv_ROI41,CS6_B5_nnv_ROI42,CS6_B5_nnv_ROI43,CS6_B5_nnv_ROI44,CS6_B5_nnv_ROI45,CS6_B5_nnv_ROI46,CS6_B5_nnv_ROI47,CS6_B5_nnv_ROI48,CS6_B5_nnv_ROI49,CS6_B5_nnv_ROI50,CS6_B5_nnv_ROI51,CS6_B5_nnv_ROI52,CS6_B5_nnv_ROI53,CS6_B5_nnv_ROI54,CS6_B5_nnv_ROI55,CS6_B5_nnv_ROI56,CS6_B5_nnv_ROI57,CS6_B5_nnv_ROI58,CS6_B5_nnv_ROI59,CS6_B5_nnv_ROI60,CS6_B5_nnv_ROI61,CS6_B5_nnv_ROI62,CS6_B5_nnv_ROI63,CS6_B5_nnv_ROI64,CS6_B5_nnv_ROI65,CS6_B5_nnv_ROI66,CS6_B5_nnv_ROI67,CS6_B5_nnv_ROI68,CS6_B5_nnv_ROI69,CS6_B5_nnv_ROI70,CS6_B5_nnv_ROI71,CS6_B5_nnv_ROI72
678,92.25,170.824,233.75,127,160.5,144.417,215.857,163.286,184.542,34.35,100.941,84.636,239.176,101.032,53,234.636,216.387,68.5,146.548,255,230,244.143,232.29,255,236.85,253.062,242.647,255,195.3,101.75,146.182,207.917,255,165.875,167.143,242.182,250.727,178.875,51.255,37.328,245.871,67.25,182.429,244.5,150.8,155.125,223.875,192.75,133.312,182.111,98.786,103.82,68.423,253.2,221.031,146.477,54.583,159.5,82.514,16.577,131.667,196.523,145.146,25,57.4,172.281,6.549,43,138.346,76.845,111,78.714
679,87.583,172.059,234.1,122.182,168,145.292,217.571,159.643,190.667,40.25,98.382,85.273,237.529,101.774,56,238.636,216.581,67.25,149.452,255,228.208,242,232.194,255,236.35,255,241.412,255,200.2,104.625,139.818,209.896,255,161.875,167.143,236.727,246.636,177.375,49.532,39.241,246.129,68.714,174.143,241,140.5,157.781,226.125,200.375,132.938,184.556,98.667,104.574,69.192,252.6,223.594,146.455,55.458,158.688,83.676,13.385,131.333,197.795,144.667,26.826,53.35,173.469,7.707,49,132.885,73.548,104.25,77.857
680,92.333,173.059,235.55,117.273,171.25,142.708,215.536,155.857,190.125,42.75,104.647,90.364,239.676,103.452,56.2,235.455,215,61.25,148.355,255,232.667,241.143,231.871,255,239.55,254.438,242.471,255,209.8,99.875,145.455,208.062,255,162.125,167.214,241.909,249.182,170,52.383,38.672,246.065,73.821,184.571,242,147.8,152.938,227,195.875,134.25,181.222,96.5,104.311,70.115,253.85,223.875,145.386,56.333,151.781,82.459,16.846,132.167,198.136,141.583,25.391,54.05,174.656,7.683,47.55,139.385,74.75,101.812,74.804
681,100.417,173.294,236.45,119.545,163.75,142.042,215.179,157.786,187.208,39.7,101.735,83.545,239.441,102.806,53.6,236.364,220.032,64.583,150.032,255,232.125,242.214,232.355,255,237.9,253.062,242.029,255,205.6,106.125,145.364,206.979,255,160.438,166.5,240.727,247,173.625,54.383,40.207,246,70.821,182.643,242.375,147.7,155.312,226.875,207.5,133.188,186.111,98.881,102.131,74.192,253.8,220.344,148.977,55.542,154.562,81.081,16.962,131.167,197.409,143.917,32.217,59.15,172.562,5.146,52.9,139.769,72.81,104.5,74.821
682,94.5,171.647,231.25,118.091,163.625,144.583,218.929,165.714,194.917,41.4,100.118,88.091,238.206,99.71,47.4,237,219.548,67.333,152.871,255,227.833,242.357,233.548,255,237.9,253.438,241.559,255,194.8,99,141,208.917,255,161.625,169.857,238.545,247.455,173.5,54.553,37.552,245.871,71.214,180.429,244,150.2,158.469,229.875,196.375,127.312,179.222,97.857,102.869,68.885,253.65,220.375,146.273,56.083,153.281,83.514,16.038,129.667,196.591,143.542,28.913,58.95,173.953,6.793,52.25,141.692,76.619,107.438,78.964
683,93.417,173.412,237.15,112.909,179,142.667,218.179,162.5,189.5,39.2,98.676,82.091,236.265,101.806,64.6,234.818,218.71,68.417,147.839,255,228.667,241.571,232.935,254.667,240.8,252.438,243.412,255,202.7,98.5,142.273,207.146,255,167.5,164.643,243.545,241.545,174.25,51.574,43.172,246.581,71.321,175.071,237.375,147.7,160.719,224.875,198.875,131.688,180.556,96.667,106.721,67.654,253.8,223.062,143.818,52.667,154.969,81.216,15.231,136,197.159,144.917,24.696,55.95,171.891,6.463,48.9,136.154,74,106.938,77
684,94.583,168.294,227.45,115.545,168.375,151.042,215.464,159.5,189.833,42.15,102.059,86.545,238.971,98.323,52.6,239.091,217.194,58.583,146.968,255,229,243.143,231.71,255,239.5,251.438,239.735,255,196.2,107.75,139.727,207.792,255,166.312,170.857,242.455,249.364,166.375,53.149,38.655,246.419,70.5,181.714,240.375,145.6,158.906,228,205.75,129.812,180.889,98.238,103.262,66.538,253.35,223.719,145.136,55.292,151.656,81.297,17.5,143.833,196.409,141.438,22.565,55,172.656,7.232,46,139.077,74.655,104,76.607
685,95.583,167.765,234.3,115.091,166.125,144,221.75,165.786,192.125,36.5,103.882,84.182,238.206,102.516,59.4,238.545,216.065,65.417,147.677,255,232.292,244.571,232,255,237.75,252.125,242.676,255,203.1,111.25,143.182,206.583,255,166.875,167.929,238.182,252.091,174,51.702,39.379,245.613,71.071,184.143,242.125,156.9,160.406,224.875,203.5,134.062,176,97.405,103.59,69.808,252.95,222.438,145.5,54.875,149.688,80.486,17.654,138.333,197.886,145.479,23.696,50.7,172.938,7.439,50.85,141.115,71.964,108.375,77.5
686,89.083,167.412,229.35,113.727,173.75,144.208,219.714,158.429,189.25,42,109.029,81.273,236.765,101.935,56,237.636,216.032,62.75,150.032,255,229.708,238.143,232.645,255,238.15,253.25,241.5,255,202.6,109.125,138.273,206.542,255,169.125,168.643,244.182,250.455,181.625,47.723,40.603,247.032,69,182.571,243.25,151.6,155.875,224.875,198.625,127.875,183,96.167,102.164,63.731,254.65,222.594,147.182,50.208,156.969,83.514,14.731,136,196.886,138.812,25.652,58.4,171.484,7.073,50,135.885,73.94,107.75,76.893
687,89.5,170.824,231.5,127.909,164.125,144.5,219.429,164,188.917,33.75,100.706,80,236.059,95.839,59,236.818,217.903,54,149.677,255,228.958,243.214,232.323,255,237.45,253.062,241.618,255,208.9,98.375,144.909,206.896,255,159.562,171.214,241.636,246.273,175.375,52.128,41.448,246.516,70.429,181.286,236.875,154.1,158.656,227.375,198.75,130.312,183.556,98.262,106.148,68.5,252.65,222.281,145.409,52.375,155.438,80.649,15.654,137.5,199.068,142.229,30.304,51.1,173.016,6.622,44.9,142.692,72.762,102.75,73.196
688,93.667,171.059,236.75,126.727,177.5,146.583,218.536,160.214,192.542,40.45,98.706,66.364,237.235,102.355,63.4,238.545,220.742,61.583,149.71,255,229.625,240.429,231.677,255,237.05,253.438,238.912,255,202.3,97.5,146.182,207.312,255,164.25,167.929,239.636,246.273,173.625,53.957,39.293,246.71,69.929,184.357,240.375,144.6,157.656,225.75,206.25,133.938,182.111,95.905,103.918,61.5,254.15,223.969,145.659,53.5,156.625,83.27,12.885,135.667,199.136,142.667,26.783,56.7,172.984,8.244,48.85,140.808,75.929,108.25,77.875
689,97.833,167.294,231.9,115.364,174.125,147.75,218.107,159.857,192.25,41.45,100.412,79.455,239.676,98.355,63.4,234.455,220.484,73.167,149.677,255,230.833,241,230.806,255,238.95,253.938,242.588,255,194.1,98.875,142,207.333,255,167.375,167.286,240.455,250.455,177.75,53.319,41.345,246.387,71.286,180.643,238.125,142,155.094,227.125,199.375,131.5,186.667,98.786,103.82,68.692,252.5,220.5,145.455,51.208,156.938,80.162,15.038,142.5,196.045,140.396,25.696,53.6,173.141,6.39,48.6,135.654,75.762,105.875,76.589
690,85.75,171.118,231.1,121.727,172.875,144.375,215.393,163.929,194.5,41.1,105.235,77.636,238.206,101.452,66.4,234.909,221,72.583,150.935,255,228.75,243.571,231.645,255,238.75,253.438,240.441,255,201.9,100.375,142,205.229,255,160.688,166.357,241.273,249,170.75,53.128,41.397,247.29,70.143,182.571,243,141.4,159.375,224.125,203.5,137.938,190.222,93.167,100.426,67.769,254,220.5,146.045,52.083,155.281,84.486,13.385,140.167,196.114,144.25,29.217,61.1,174.641,6.183,46.3,141.269,75.071,109.562,73.339
691,89.667,171.353,230,124,167.125,143.125,215.679,161.929,186.125,41.95,102.176,82.727,240,101,55.4,233.364,220.516,66.083,149.387,255,229.333,238.429,232.71,255,238.5,253.625,241.529,255,200,102.125,143.273,206.021,255,163.625,168.857,240.364,249.727,172.625,49.936,41.448,247.677,70.964,186.429,246.25,152.9,156.625,233,204.75,125.562,177.889,93.643,100.59,68.885,254.3,221.625,147.386,52.208,153.562,81.054,12.385,132,198.636,145.229,27.609,52.1,175.344,6.207,43.6,143.115,71.762,103.938,75.875
692,91.333,172.471,231.75,124.273,170,144,218.75,157.714,191.292,37.55,99.353,77.182,238.176,100.548,59.6,236.545,217.806,65,144.194,255,228.5,239.357,231.903,255,238.25,253.938,242.471,255,202.6,105.5,141.727,205.646,255,162.125,167.857,238.273,247.727,175.75,52.426,43.828,246.258,67.75,181.786,240.625,143.7,156.906,227.25,207.625,136.312,188.889,93.024,100.934,68.423,254.35,222.906,144.705,49.208,154.625,77.514,13.308,142.333,196.227,139.896,25.565,53.6,174.266,6.732,46.3,137.885,74.476,106.25,74.25
693,95.917,166.706,226.9,120.636,170.625,141.792,216.679,164.429,184.792,43.2,97.735,78.909,239.971,102.161,75.4,235.364,216.258,68.583,148.129,255,232.583,241.214,232.194,255,239.15,254.625,239.824,255,196.5,94.25,144.545,208.229,255,166.125,167,239.091,247.182,179.25,54.511,40.069,248.097,67.893,180,239.25,148.4,161.094,229.75,205.25,127.188,181.889,93.024,102.246,66.308,251.7,220.438,146.114,51.417,156.469,82.027,16.423,137.5,198.182,142.896,25.87,52.9,174.328,5.732,50.25,137.385,73.131,103.375,76.196
694,84.333,168.235,234.55,119.273,165.625,143.208,214.107,163.286,198.75,45,102.941,78.545,237.588,100.226,55.6,238.545,222.548,73,151.097,255,228.042,244.214,229.613,255,238.05,254.562,242.176,255,193.7,97.75,140.455,208.104,255,165.5,163.643,237.182,251.273,171.5,54.319,41.569,248,71.071,180.571,245.375,144.7,154.094,232,201.375,134.562,185.556,93.714,101.951,67.769,254.7,220.25,145.932,46.083,155.406,84,14.5,147.667,196.955,143.25,26.13,54.85,174.094,6.11,48.85,138.038,73.083,103.812,76.482
695,87.25,170.588,231.15,122.909,159.75,147.083,218.929,159.357,189.833,36.05,102.382,77.091,238.412,102.097,39.6,236.273,219.903,68,147.806,255,228.917,241,233.935,255,237.95,253.562,241.353,255,200,97.75,149.091,204.375,255,162.188,168.214,243.182,249.182,173.5,54.213,39.862,245.806,66.571,179,243.125,147.1,157.094,226.875,192.875,124.875,181.778,94.405,101.639,64.654,252.25,220.719,147.159,46.75,150.344,84.892,13.692,142.167,199.386,145.042,29.087,57.15,175.625,7.451,47,139,75.155,108.688,75.339
696,93.167,163.588,236.7,121.182,171.25,143.542,217.143,159.643,190.042,38.25,102.029,80.909,239.941,102.806,50.8,230.182,218.226,64.333,152.387,255,231.667,238.5,232.484,255,238.45,253.25,242.088,255,200.6,97.375,144.455,205.417,255,163.5,168.5,238.455,245.909,171.5,50.553,45.034,246.452,74.107,179.5,237.875,146.5,156.938,225,202.75,130,184.111,92.333,98.082,60.308,252.05,220.062,146.114,43.792,152.844,85.703,14.462,143.833,195.455,141.479,27.478,52.45,172.406,8.073,48.6,138.346,74.179,110.5,77.161
697,96.833,175.647,234.95,118.636,173.125,145.125,214.679,164,193.042,41,98.735,78.091,237.353,96.968,60.6,236.545,217.032,60.917,147.161,255,228.167,240.357,232.742,255,237.05,254.25,241.882,255,203.9,108.625,142.182,207.958,255,159.688,168.571,238,247.364,172.625,52.404,45.879,247.032,63.857,182.286,240.75,141.5,157.156,225.375,207.125,132.688,176.556,90.595,99.754,62.038,254.7,225.281,145.227,45.833,152.719,86.027,14.885,151.333,197.523,144.917,24.913,54.25,173.75,6.512,47.4,139.692,75.06,106.812,74.964
698,98.667,171.765,233.2,122.909,175.75,145.708,218.393,156.5,189.167,35.65,101.706,77.364,239.735,98.71,50,239.273,216.935,63.417,149.097,255,228.583,239.643,233.258,255,238.1,253.625,241.853,255,199.9,102.25,145.091,209.542,255,169.188,169.714,242.182,245,173.25,56.723,45.259,246.903,73.393,188.714,243.375,142.5,160.188,231.125,210.75,126.812,177.556,89.238,97.951,61.269,252.6,223.938,148.318,53.708,156.906,84.27,13.885,149.667,197.705,147.938,30.217,56.85,173.969,8.195,41.15,140.731,73.452,101.438,71.411
699,87.25,169.941,236.05,119.545,166.875,142.917,220.286,156.429,189.5,39.65,97.294,79.364,236.324,97.516,41.6,235.545,217.129,62.917,149.097,255,226.958,236.786,232.387,255,238.7,251.25,241.941,255,197.2,106.625,148.455,209.396,255,159.562,169.571,242,250.091,180.25,52.213,46.586,247.484,70.071,183,240.75,155.7,157.906,230.375,201,132.438,191.111,87.286,102.131,61.346,254.35,222.219,146.068,46.625,152.875,84.514,15.077,141.333,198.318,142.583,21,52.3,172.625,8.061,46.1,135.808,75.274,104.375,75.571
700,97.167,167.176,238.45,119.909,167,144.042,214.929,162.143,185.292,42.9,99.206,78.545,238.676,99.226,51,239.364,216.613,67.25,151.194,255,232.5,244.643,233.355,255,238.2,253.875,239.324,255,196.4,111.75,146.636,206.917,255,164.688,165.214,243.364,250.727,175.75,51.128,48.638,247.161,64.929,178.214,241.625,145.2,159.125,230.25,203.125,138.875,186.667,89.548,98.836,65.385,254.9,220.062,147.523,45.458,158.812,81.27,16.269,151.5,197.432,142,27.174,55.65,173.453,7.646,55.9,144,73.667,109.312,71.357
701,82.583,170.765,231.9,119.182,174.875,147.5,217.929,156.714,188.75,41.6,101.353,73.364,239.5,101.419,44.6,236.455,220.548,58.083,148.968,255,232.042,242.214,232.516,255,238.1,251.812,240.971,255,198.5,105.375,150.727,205.167,255,162.375,166.143,237.636,250.455,176.375,52.489,46.621,246.548,72.714,185.143,247.125,142.9,156.969,227.375,200.375,124.188,183.667,87.643,99.328,62.885,254.25,223.656,146.909,45.542,159.656,84.054,16.769,147.5,196.432,144.75,29.13,52.75,171.156,8.012,51.6,141.077,75.024,104,75.179
702,92.25,169.824,235.35,123.364,176.875,144.542,217.214,157.571,187.375,40.95,97.118,85.182,236.588,101.226,57.6,233.727,217.065,74.25,145.677,255,232.125,240.643,231.935,255,235.75,253.062,241.971,255,204.3,105,144.364,206.958,255,161.125,169.857,240.636,251.727,176,56.915,48.931,246.871,69.893,184.214,237.875,144.7,154.812,225.375,203.5,134.438,181.667,89.357,98.131,63.308,253.7,221.625,145.818,48.417,155.188,84.081,17.808,146.833,197.205,141.562,23.957,51.45,171.531,8.488,50.35,140.654,71.988,105.688,71.518
703,87.917,168.471,235.85,127,172.625,147.875,219.071,158.643,185.458,42.65,101.676,77.545,237.647,98.581,58,236.909,217.194,75,146.258,255,233.375,240.071,231.742,255,237.45,253.188,239.794,255,199.7,95.875,139.182,203.104,255,161.938,164.929,241.818,249.636,172.5,54.383,49.621,247.226,67.214,176.643,235.125,146.4,160.938,225.625,198.375,129.125,175.444,90,100.836,62.769,252.8,221.625,146.25,46.708,157.344,84.135,16.538,152.667,199.295,144.917,28.217,52.1,173.844,6.622,46.05,139.808,73.643,101.375,77.679
704,90.083,169.882,230.85,121.364,177,146.667,220.643,159.286,186.542,41.35,103.853,73.364,238.353,99.355,48.2,238.636,214.581,99.5,150.065,255,228.417,242,232.645,255,237.65,252.062,239,255,204.3,103.5,140.818,207.188,255,163.375,167.357,242.273,247.818,177.125,51.723,52.241,247.677,65.929,184.071,245.625,144.9,157.625,228.625,190.5,128.375,189.333,88.857,98.803,66.769,253.45,223.438,145.818,49,151.969,84.459,17.308,148,197.568,143.104,24.261,54.5,174.344,6.78,47.15,142.423,74.131,109.562,75.161
705,91.917,170.412,237.8,122,167,145.25,218.893,157.429,189.25,40.75,104.5,75.364,237.471,100.258,51.2,234,217,130.167,146.387,255,230.792,243.714,234.032,254.438,237.35,254.562,239.176,255,197.4,102.25,144.818,204.708,255,164.25,167.429,244.091,250.182,177.25,52.213,51.862,247.484,68.929,180.5,243.25,141.4,152.5,229,201.875,128.25,181.778,85.905,97.23,61.731,252.25,224.031,144.727,47.333,157.156,79.919,16.192,154,195.864,142.479,26.652,50.45,173.469,7.244,52.25,139.269,74.19,113.812,72.054
706,79.583,170.118,232.75,116.909,167.375,141.542,217,158.714,195.542,38.35,101,71.909,236.588,99.29,52.6,238.545,216.258,155,147.194,255,229.25,243.571,230.258,255,236.55,253,241.471,255,209.5,100.625,142.273,204.312,255,166.062,167,244.182,249,172.75,53.617,53,246.645,69.036,179.071,238.5,140.6,155.031,232.125,199.375,125.438,187.333,84.571,99.885,60.923,253.05,222,147.795,41.792,156.375,82.973,14.423,151.833,197.341,137.542,26.304,59.1,174.609,6.72,48.8,138.038,74.774,105.5,74.875
707,89.917,170.765,231.6,120.455,172.75,146.042,218.857,162,184.25,44.45,97.529,77.455,240.147,101.935,55.6,237.455,216.097,168.417,146.226,255,230.042,242.357,232.742,255,238.25,252.562,240.853,255,198.9,103.125,139,206.75,255,167.688,167.643,242.091,249.091,172.375,51.957,53.241,247.968,72.071,185.286,244.625,145.8,159.531,227.875,202.125,128.438,186.444,85.786,98.016,66.154,253,224.375,145.886,42.917,153.594,83.757,13.385,149.333,196.523,143.771,27.087,57.6,170.25,6.61,43.45,139.115,73.262,109.188,75.196
708,93.25,172,234.5,130.182,168.5,147.333,221.643,163.714,192.083,40.95,101.382,70.545,238.118,97.903,56,240.091,218.323,170.667,150.032,255,231.042,243.929,234.903,255,237.9,254.812,244.118,255,197.5,102,143.273,204.25,255,160.438,163.929,244.636,249.273,176.375,51.596,55.862,246.742,71.214,186.357,249.5,137.2,157.719,229.125,202.625,129.312,186.222,90.31,96.738,61.346,252.6,219.781,145.045,48.542,154.719,84.459,14.923,143.5,199.773,144.917,21.957,56.6,174.906,6.976,50.45,138.154,74.964,101.438,73.179
709,92.583,173,233.7,118.727,169.375,145.625,216.25,160.071,193.5,40.1,100.765,72.727,240.118,96.129,60.2,236.636,219.387,175.083,149.645,255,228.292,241.714,233,254.75,239.1,253.375,241.235,255,198.6,100.25,139.909,208.354,255,165.812,169.286,241.636,253.545,168.625,53.34,53.224,248.355,67.857,185.714,237.25,141.5,154.594,226.375,194.75,127.5,182.444,85.405,95.885,57.962,255,219.125,147.432,43.917,156.844,82.919,16.846,146,194.977,139.875,26.261,52.9,173.312,6.207,46.2,137.462,75.5,108,74.179
710,94.167,165.941,230.4,123.455,166,144.708,216.036,160.714,190.625,35.5,98.882,67.273,240.147,101.71,67.2,236.273,217.194,174.833,148,255,230.292,240.786,231.097,255,237.65,253.5,239.912,255,199.6,104.875,139.182,204.021,255,162.875,165.929,243.364,247.818,176.25,50.021,54.897,246.226,71.429,182.786,236,146.1,157.125,223.125,207.75,132.5,178.222,81.667,96.377,60.885,252.8,220.562,145,48.458,155.094,83.432,16.077,157.333,196.341,143.896,26.391,51.4,173.828,7.939,47.95,141.692,74.25,105.812,73.054
711,86.75,171.471,231.9,123.727,165.125,145.917,217.429,162.714,191.083,36.85,100.176,68.182,238,96.226,52.4,233.545,218.71,176.25,144.774,255,230.625,241.5,231.548,255,237.1,252.438,243.441,255,195.4,94.375,140.091,206.042,255,162.75,168.857,240.727,250.545,174.875,51.191,56.862,246.742,69.964,179.286,241.875,150.2,157.75,226.625,204.75,127.438,185.333,86.238,96.148,61.577,254.05,222.469,145.341,45.917,154.344,83.811,15.115,149.833,198.182,144.625,24.565,54.65,173.734,8.037,51.55,138.269,73.905,102.812,71.679
712,83.667,175.706,231.75,116.182,176.625,144.125,216.071,161.5,190.417,39.4,101.059,60.727,239.235,102.097,56,236.818,220.161,177.75,145.613,255,229.625,244.071,228.677,255,238.8,252.125,238.529,255,201.5,109.5,144.455,202.562,255,157.875,170.357,246,248.727,173.625,52.872,59.017,247.065,69.536,179.429,244.625,145.4,156.625,231.875,202.125,126.625,186.556,87.786,95.033,57.654,254.35,220.75,149.659,43.458,154.812,83.27,17.885,151,198.227,143.938,27.913,58.95,172.984,6.024,47.3,134.962,73.44,100.875,77.304
713,90.917,170.824,236.6,120.636,167.625,143.625,213.75,157.786,188.542,48.7,97.059,70.091,238.735,98.839,57.2,236.818,214.903,180.5,152.032,255,229.333,239,232.645,255,238.9,254.875,237.294,255,207.3,108.5,144.727,207.229,255,164.062,167.571,238.273,246.182,162.25,52.277,58.931,246.839,69.25,183.357,239.125,148.4,155.469,229,196.25,133.188,181.111,81.619,95.131,63.038,252.1,221.312,147.75,44.042,156.156,82.297,13.923,138,196.364,144.021,23.435,50.95,172.75,7.512,50.95,140.615,71.548,104.812,76.536
714,88.417,171.294,231.9,117.545,171.875,143.417,219.464,163.143,186.792,39.3,97.882,66.364,237.471,96.968,58,238.636,213.065,177.417,147.29,255,230.417,242.143,230.226,255,238.15,252.812,241.676,255,204,97.5,137,205.812,255,162.75,168.929,242.909,251,168.375,54.362,59.138,246.161,70.179,178.071,239.75,139.8,154.938,224.25,204.875,127.688,178.667,84.071,91.279,63.769,253.15,220.094,143.977,44.708,155.969,84.541,12.346,149.5,200.364,143.625,26.522,52.5,174.578,8.183,43.9,139.846,71.679,105.688,74.232
715,92.083,171.529,231.3,119.091,172.25,143.75,216.536,156.286,189.5,37.95,98.794,69.818,238.324,103.516,54,239.909,215.226,179.75,148.194,255,231.542,239.143,233.194,255,237.6,252.938,240.765,255,200.7,103.25,142.364,204.146,255,161.75,172.143,244.273,251,179,53.872,61.241,246.742,70.143,179.5,240.75,144.7,156.719,230.25,196.5,129.938,188.889,84.238,92.197,60.192,252.35,219.094,148.045,41.417,153.281,86.27,16.423,158.167,196.568,142.167,25.478,53.25,173.094,7.244,46.05,139.154,73.845,113.875,76.411
716,92.583,169.824,237.25,121.455,165.875,147.208,218.143,161.571,193.042,39.8,103.824,72.091,236.471,94.452,52.4,234.182,219.387,177.667,149.452,255,227.25,243.857,230.613,255,238.4,253.625,241.118,255,203.5,106.125,138.091,203.688,255,166.938,167.643,243.091,248.091,173,52.106,62.672,245.806,70.25,182.357,244.875,144.5,154.312,226.875,206.625,125.938,188.889,83,95.934,60.615,254.4,223.344,147.568,44.833,155.969,80.595,13.462,153,196.205,147.479,27.609,53.4,173.5,4.415,46.5,136,74.869,108.25,73.179
717,87.583,165.824,235.75,122.636,163.5,142.542,218.179,161.357,184.333,40.9,101.588,68.818,238.294,100.71,54.2,238.818,215.194,174.083,146.032,255,230.333,242.143,232.581,254.875,238.45,252.188,243.559,255,200.7,103.75,141.273,207.458,255,161.5,172,238.182,246.727,168.75,51.128,64.948,246.065,72.786,178.571,243.625,153.2,157.188,229.5,203.25,124.312,178.667,81.857,93.23,60.115,253.15,222.719,145.455,39.917,155.188,87.243,19.5,153.167,194.886,143.812,24.826,53.3,172.75,8.098,47.8,136.115,72.405,108.188,76.875
718,81.25,174.706,229.15,116.636,173.125,145,218.607,160.214,190.208,40.75,98.735,72.909,239.176,99.581,52.4,239.273,215.968,177.5,148.355,255,231.667,239.5,231.484,255,237.05,254.25,241.147,255,200,97.125,138.909,208.208,255,161.062,168,241.455,249.818,170.125,52.468,66.69,248.161,69.286,184.571,240.5,142.8,155.25,225.75,202.125,128.562,180.667,82.881,92.918,60,254.3,219.938,145.545,37.708,154.719,84.189,16.269,151.5,197.364,141.104,21.783,53.4,174.781,8.378,44.85,139.577,73.131,112.062,73.982
719,91.833,176.706,230.65,123.455,169.125,146.792,220.893,157.643,188.458,41.75,100.324,70.182,238.088,101.452,47.6,240.364,217.774,175.667,143.613,255,232.125,240.643,233.323,255,236.3,254,242.441,255,194.7,102.25,138.909,203.083,255,163.688,171.643,241.455,248.909,177.875,51.596,66.414,247.323,67.107,184.714,244.375,144.1,156.875,226,192,129.688,176.778,83.119,95.328,58.115,255,223.375,146.705,42.75,154.938,84.189,16.538,157.667,195.886,146.042,27.217,51.05,172.75,6.902,51.5,138.154,72.083,110.188,74.661
720,88.333,171.353,234.9,121.545,168.875,143.833,219.607,164.286,189.5,37.35,100.471,70.273,240.147,104.839,53.2,232.545,219.032,169.167,147.903,255,230.167,239,234.032,255,237.05,252.812,241.088,255,203.1,100.125,142.182,206.5,255,164.875,166.429,245.636,251.455,169.625,50.851,68.69,246.71,68.071,182.643,239,142.9,158.406,230.75,193.875,126.75,183.667,83.881,93.197,55.5,254.35,222.781,143.477,37.333,153.219,85.486,16.923,154.167,196.977,146.438,22.826,55.1,171.5,5.341,49.7,139.423,74.083,103.938,72.357
721,84,169.529,233.75,121.182,180.375,144.333,216.821,158.357,192.542,42.25,96.059,73.182,238.206,96.903,52.6,236,217.065,180.167,151.935,255,229,243.714,230.968,254.938,237.85,254.062,241.382,255,198.2,103.75,143.727,204.146,255,168.062,167.357,237.909,244,169.625,53.957,68.276,246.452,69.607,188.571,237.375,149.4,155.812,226.625,193.125,132.375,185.222,84.738,93.426,57.269,253.8,218.25,145.682,34.208,158.656,82.649,15.5,163.167,195.023,146.792,31.261,54.05,173.75,7.854,56.1,136.846,74.44,112.188,73.321
722,82,169,233.95,120.091,171.125,146.125,218.357,162.286,186.792,42.55,92.324,73.636,238.794,98.645,53.2,237.818,217.161,184.583,150.097,255,229.042,239.357,231.806,255,238.45,253.312,242.441,255,204.5,106.625,145.727,205.854,255,164,171.214,243.182,248.273,167.25,52.34,71.224,246.258,66.107,180.071,244.25,147.2,153.75,228.75,200.25,122.5,182.111,80.833,92.541,57.308,251.8,220.25,146.318,42.25,155.469,80.676,15.231,151.667,196.727,150.938,23.348,57.2,174.609,6.415,49.75,140,74.119,109.75,74.786
723,88.167,177.294,233.65,119.455,166,143.333,216,159.714,185.667,47.75,102.882,62.455,237.647,96.742,63,234.273,218.323,174.583,146.613,255,229.75,238.714,232.323,255,238.1,253.062,236.471,255,195,97.875,139.455,204.75,255,163.625,170.643,241.727,247.727,164.875,51.809,70.379,247.323,68.714,178.357,240.625,144,157.312,225.625,204.5,129.938,188.778,79.381,92.262,58.385,253.4,221.469,146.932,42.375,157.062,83,14,148.833,198.545,144.604,26.478,49.9,173.281,7,43.55,137,74.714,108.562,76.286
